"address","latitude","longitude"
"18770 State Highway 75, Remlap, Alabama 35133",33.831700189739,-86.583784992197
"907 Brown St, Boaz, Alabama 35957",34.210239396121,-86.165072718862
"135 Pinson Rd, Anniston, Alabama 36201",33.652466431532,-85.882964996169
"221 North Garland Road, Mckenzie, Alabama 36456",31.542195093705,-86.71780545841
"4401 Saks Rd, Anniston, Alabama 36206",33.70183183001,-85.837638400889
"866 Highway 31 South, Georgiana, Alabama 36033",31.630158014305,-86.729713361743
"1835 Douglas Ave, Brewton, Alabama 36426",31.137563046668,-87.068826505061
"4141 Pleasant Valley Rd, Jacksonville, Alabama 36265",33.885086008847,-85.814900638897
"911 Sardis Road, Union Springs, Alabama 36089",32.129480870956,-85.724384586478
"350 County Highway 12, Oneonta, Alabama 35121",33.888620766878,-86.397609097367
"318 Avc Drive, Lafayette, Alabama 36862",32.894842,-85.416772
"77 School Rd, Locust Fork, Alabama 35097",33.908036912627,-86.617468186565
"100 Cherokee Trl, Ohatchee, Alabama 36271",33.785588938718,-86.003339649221
"214 1st Ave Se, Lafayette, Alabama 36862",32.899123723106,-85.398475150937
"917 Clairmont Dr, Weaver, Alabama 36277",33.746932768238,-85.835005516119
"250 White Plains Rd, Anniston, Alabama 36207",33.747414450511,-85.687684428943
"3900 24th St N, Birmingham, Alabama 35207",33.558797862924,-86.823411118137
"11338 County Road 15, Maplesville, Alabama 36750",32.828285586937,-86.785669428878
"1 Bob Riley Drive, Lineville, Alabama 36266",33.291346171541,-85.787271012453
"1214 7th St S, Clanton, Alabama 35045",32.822432996663,-86.615989694849
"3655 Old Highway 9, Cedar Bluff, Alabama 35959",34.220158152342,-85.604979941166
"54 Opportunity Dr, Thorsby, Alabama 35171",32.914471115077,-86.716263539179
"201 College Street, Kinston, Alabama 36453",31.220988719215,-86.171271500045
"277 Tom Orr Drive, Butler, Alabama 36904",32.079508026882,-88.232255415067
"151 S Church, Grove Hill, Alabama 36451",31.71321926079,-87.775064444053
"1256 Al Highway 139, Maplesville, Alabama 36750",32.804667200977,-86.880008313802
"2430 County Road 29, Spring Garden, Alabama 36275",33.98539000842,-85.542850021991
"10941 Highway 17, Gilbertown, Alabama 36908",31.842343309821,-88.31473593056
"520 Evans Bridge Rd, Heflin, Alabama 36264",33.649165538867,-85.571035676357
"850 High School Dr, Cherokee, Alabama 35616",34.765528320697,-87.963688127229
"21045 Main St, Ranburne, Alabama 36273",33.52290299776,-85.347934484463
"8879 N Main St, Brantley, Alabama 36009",31.592291541494,-86.255371173498
"760 Trojan Way, Gaylesville, Alabama 35973",34.270800517067,-85.560284799691
"50 12th Ave, Chickasaw, Alabama 36611",30.756352550817,-88.08354660045
"210 South Tyler Street, New Brockton, Alabama 36351",31.380242868969,-85.935155444748
"321 Stanley Dr, Jackson, Alabama 36545",31.548958320262,-87.879214122354
"202 County Road 510, Verbena, Alabama 36091",32.749381971285,-86.507933723232
"50 12th Ave, Chickasaw, Alabama 36611",30.756352550817,-88.08354660045
"29256 Highway 87, Jack, Alabama 36346",31.558264653429,-86.013773966959
"4314 County Road 1141, Cullman, Alabama 35057",34.239359179973,-86.957993533975
"1989 Jaguar Drive, Evergreen, Alabama 36401",31.43114998072,-86.937210041535
"1434 Montgomery Hwy, Highland Home, Alabama 36041",31.921305870506,-86.314101441496
"841 Welcome Rd, Cullman, Alabama 35058",34.254017696337,-86.68810850209
"194 First Ave, Luverne, Alabama 36049",31.714325597906,-86.27446309831
"6825 Woodmont Dr, Tuscumbia, Alabama 35674",34.668664028446,-87.698465690361
"25195 Us Highway 31, Jemison, Alabama 35085",32.965429738224,-86.747391119174
"1989 Jaguar Rd, Evergreen, Alabama 36401",31.43114998072,-86.937210041535
"160 New Hope Road, Holly Pond, Alabama 35083",34.175743099149,-86.618410757662
"210 Good Hope School Rd, Cullman, Alabama 35057",34.102067336011,-86.880504173668
"510 13th St Ne, Cullman, Alabama 35055",34.188956015519,-86.843327601913
"9010 County Road 109, Bremen, Alabama 35033",33.982281458762,-87.030537089842
"2200 High School St, Leighton, Alabama 35646",34.696411663241,-87.524954519907
"1251 Coosa River Pkwy, Wetumpka, Alabama 36092",32.552317995739,-86.218855124649
"97 Coosa County Road 75, Rockford, Alabama 35136",33.003308450613,-86.198158762997
"801 Commercial St, Hanceville, Alabama 35077",34.061137728422,-86.760791180078
"165 High School Road, Vinemont, Alabama 35179",34.242906206207,-86.865820552002
"12548 Falco Road, Andalusia, Alabama 36420",31.152651979983,-86.61261632054
"17600 Us Highway 31 N, Cullman, Alabama 35058",34.22340634186,-86.858953818711
"10425 Holtville Rd, Deatsville, Alabama 36022",32.636288652087,-86.325036358784
"335 5th Ave, Plantersville, Alabama 36758",32.661721843664,-86.928646166632
"910 Somerville Road Se, Decatur, Alabama 35601",34.594242376986,-86.972625424088
"22114 Begonia St, Florala, Alabama 36442",31.003560653685,-86.336156043161
"264 Creel Richardson Drive, Ariton, Alabama 36311",31.602570839041,-85.722472698299
"28551 Barrow Road, Red Level, Alabama 36474",31.401963667129,-86.61241250216
"235 1st Ave, Valley Head, Alabama 35989",34.563651139814,-85.615356806226
"910 Somerville Road, Decatur, Alabama 35601",34.606086409002,-86.971834258629
"3004 Modaus Road, Decatur, Alabama 35601",34.561272637392,-87.0501592899
"13011 Highway 227, Geraldine, Alabama 35974",34.352543266365,-86.001654660029
"1166 Dallas Road 115, Orrville, Alabama 36767",32.292025460946,-87.234751778417
"5405 Co Road 28, Crossville, Alabama 35962",34.290239994549,-85.996320036238
"4300 Main St, Millbrook, Alabama 36054",32.493153831492,-86.36589605459
"155 N College St, Eclectic, Alabama 36024",32.633487366878,-86.0300595569
"7975 Us Highway 80 E, Selma, Alabama 36701",32.32721997999,-86.92840996521
"153 Church St, Fyffe, Alabama 35971",34.452423645224,-85.90370894298
"76 Chavies Rd, Rainsville, Alabama 35986",34.482410002724,-85.822780023246
"133 2nd Street N, Sylvania, Alabama 35988",34.564243679877,-85.814267227514
"1064 Crabapple Ln, Ider, Alabama 35981",34.712189987633,-85.675379981136
"2565 Co Rd 60, Skipperville, Alabama 36374",31.558674287381,-85.496693358169
"11470 County Road 59, Midland City, Alabama 36350",31.325420294243,-85.505241675479
"626 N Daleville Ave, Daleville, Alabama 36322",31.314654084736,-85.711297210981
"323 W Selma Street, Dothan, Alabama 36301",31.209941114163,-85.394955282687
"701 Hwy 80 W, Demopolis, Alabama 36732",32.494773512005,-87.845408193695
"29448 Straughn School Road, Andalusia, Alabama 36421",31.392039257737,-86.41571638429
"371 Tiger Dr, Elba, Alabama 36323",31.425473415036,-86.105280747028
"802 S Valley Ave, Collinsville, Alabama 35961",34.254360000721,-85.868789966157
"517 Micanopy Street, Weumpka, Alabama 36092",32.546281229028,-86.215793213908
"3209 Reeves St, Dothan, Alabama 36303",31.267280881883,-85.381366035613
"202 Tiger Drive, Fayette, Alabama 35555",33.704282864991,-87.820235697361
"800 8th St, Red Bay, Alabama 35582",34.435561510915,-88.137427390752
"801 Andrew Jackson Street, East Brewton, Alabama 36426",31.091589056786,-87.055803128943
"2361 School Drive, Southside, Alabama 35907",33.921133048544,-86.03427770936
"255 Highway 80, Russellville, Alabama 35654",34.525107291772,-87.61832190101
"7360 County Road 49, Fayette, Alabama 35555",33.82860517134,-87.738323853858
"4515 Elm St, Walnut Grove, Alabama 35990",34.063790014043,-86.302529986157
"1801 Boll Weevil Circle, Enterprise, Alabama 36330",31.327760143755,-85.887346137009
"600 East 15th Ave, Gulf Shores, Alabama 36547",30.268429057867,-87.677033568496
"1201 Bradshaw Dr, Florence, Alabama 35630",34.833044031637,-87.661712353953
"4550 Us Highway 411, Gadsden, Alabama 35901",34.068340004454,-85.926840010065
"14221 Highway 11 South, Eutaw, Alabama 35462",32.823709986556,-87.931280037356
"14220 Highway 187, Russellville, Alabama 35653",34.474838118441,-87.865984555657
"8 Sporman St, Headland, Alabama 36345",31.348898827301,-85.339863552334
"1420 Church St, Sardis City, Alabama 35956",34.177141637187,-86.123880649733
"65 School St, Phil Campbell, Alabama 35581",34.349370004772,-87.707320026917
"2001 20th St, Haleyville, Alabama 35565",34.226237114701,-87.60836394022
"803 Lonesome Bend Rd, Glencoe, Alabama 35905",33.965966906335,-85.934627979906
"1221 Baptist Hill Road, Greensboro, Alabama 36744",32.708307398813,-87.588290799217
"831 West Washington Street, Eufaula, Alabama 36027",31.887923348192,-85.157215424908
"50 Wildcat Way, Moundville, Alabama 35474",32.999095024075,-87.620553834187
"201 45th St Ne, Fort Payne, Alabama 35967",34.488365344931,-85.674328052287
"301 Lily St, Hartford, Alabama 36344",31.096592895313,-85.699196462435
"1865 Appalachia Rd, Hokes Bluff, Alabama 35903",34.017897313847,-85.87021527799
"610 Valley Rd, Fairfield, Alabama 35064",33.490153160918,-86.908139012582
"505 Panther Dr, Geneva, Alabama 36340",31.042291777667,-85.879094041316
"530 Lake Dr, Eufaula, Alabama 36027",31.91708250696,-85.140983206538
"8250 County Road 23, Vina, Alabama 35593",34.373674003581,-88.059089979184
"18242 Highway 18 E, Berry, Alabama 35546",33.662922561012,-87.599009912274
"1215 S Presley St, Atmore, Alabama 36502",31.007877891001,-87.487963390366
"14227 Highway 431 South, Guntersville, Alabama 35976",34.320277086985,-86.311952697175
"209 N Broad St, Samson, Alabama 36477",31.115187123693,-86.048871527474
"Esto Hwy, Slocomb, Alabama 36375",31.071208229997,-85.614614859563
"21200 Highway 31, Flomaton, Alabama 36441",31.006965360212,-87.268842693252
"1917 Black Creek Parkway, Gadsden, Alabama 35904",33.993064692243,-86.036161010096
"290 County Road 63, Woodville, Alabama 35776",34.622524724603,-86.271054250113
"2023 Wildcat Parkway, Birmingham, Alabama 35127",33.627042692912,-86.776323684853
"1000 Buccaneer Drive, Hoover, Alabama 35244",33.345536507902,-86.836513334956
"4700 Jaguar Drive, Hoover, Alabama 35242",33.391252296693,-86.728913125921
"200 W Church St, Columbia, Alabama 36319",31.293082874573,-85.114506110025
"1000 George Douthit Dr Sw, Jacksonville, Alabama 36265",33.789311313726,-85.777772836421
"897 County Road 25, Scottsboro, Alabama 35768",34.81331970502,-86.124345524479
"300 Explorer Boulevard, Huntsville, Alabama 35806",34.729661684312,-86.69528804204
"2500 Meridian Street Nw, Huntsville, Alabama 35811",34.756130128648,-86.57894613907
"607 Church St, Ashford, Alabama 36312",31.183658605785,-85.233046290004
"141 Al Highway 71, Section, Alabama 35771",34.581315740235,-85.979146242379
"1501 Viking Drive, Jasper, Alabama 35501",33.837597723111,-87.255895658424
"800 Main St, Gardendale, Alabama 35071",33.647675735547,-86.811499980932
"45549 Al Highway 277, Stevenson, Alabama 35772",34.899474142538,-85.789676618664
"6100 Old Leeds Rd, Irondale, Alabama 35210",33.534800523216,-86.674587209197
"411 Graball Cutoff, Abbeville, Alabama 36310",31.582120001121,-85.278239960446
"1001 Haysland Road, Huntsville, Alabama 35802",34.64441441307,-86.577198857194
"60 Metcalf St, Pisgah, Alabama 35765",34.685547235885,-85.84476167195
"373 Malvern Road, Dothan, Alabama 36301",31.12313231199,-85.457149174144
"4800 Mcadory School Rd, Mccalla, Alabama 35111",33.331619702475,-87.00010794837
"1000 Bethel Road Ne, Hartselle, Alabama 35640",34.455292840739,-86.92352400786
"2304 Billie Watkins St Sw, Huntsville, Alabama 35801",34.716122739136,-86.582503778404
"1000 Eagle Drive, Center Point, Alabama 35215",33.658710026023,-86.698175094416
"1172 S State Highway 123, Newton, Alabama 36352",31.22779869297,-85.633363440626
"1901 S Lakeshore Dr, Homewood, Alabama 35209",33.459767191293,-86.790823804769
"663 Houston St, Cottonwood, Alabama 36320",31.056244975049,-85.302930842753
"29333 Al Highway 71, Higdon, Alabama 35979",34.846315959867,-85.625695422205
"5000 Pulaski Pike, Huntsville, Alabama 35810",34.787930139074,-86.6163656221
"1172 S State Highway 123, Newton, Alabama 36352",31.22779869297,-85.633363440626
"2500 Meridian Street, Huntsville, Alabama 35811",34.756130128648,-86.57894613907
"2285 Minor Pkwy, Adamsville, Alabama 35005",33.575403235297,-86.928406311852
"1920 Blue Devil Road, Kimberly, Alabama 35091",33.786479986173,-86.766679969973
"4301 Warrior Jasper Road, Dora, Alabama 35062",33.758100468023,-86.96418932
"6623 Roe Chandler Rd, Pinson, Alabama 35126",33.692803494644,-86.602441680552
"4881 15th Street Road, Hueytown, Alabama 35023",33.429261889346,-87.029941409116
"4228 Panther Parkway, Smiths Station, Alabama 36877",32.521509981026,-85.079539988693
"9494 Oak Grove Pkwy, Bessemer, Alabama 35023",33.469669988132,-87.159740015473
"6895 Highway 75, Pinson, Alabama 35126",33.700532208076,-86.675189608599
"2100 18th Street South, Birmingham, Alabama 35209",33.487528163394,-86.792820912371
"15641 E Limestone Rd, Athens, Alabama 35613",34.782954476153,-86.832624018245
"300 Rogers Ln, Florence, Alabama 35634",34.963898934395,-87.523570979145
"10945 School House Rd, Lester, Alabama 35647",34.938944044616,-87.123786881969
"8601 Old Highway 31, Morris, Alabama 35116",33.75494726655,-86.811293611132
"500 Elm St, Sulligent, Alabama 35586",33.89984663923,-88.131526494191
"100 Spartan Drive, Pleasant Grove, Alabama 35127",33.497270002727,-86.997309963683
"300 Sls Road, Millport, Alabama 35576",33.562819586863,-88.037137104216
"1301 S 8th Ave, Lanett, Alabama 36363",32.858274786658,-85.198696628807
"7601 Highway 17, Florence, Alabama 35634",34.928804737989,-87.669401161277
"6909 Al Highway 101, Town Creek, Alabama 35672",34.562023847263,-87.414954918869
"4300 Highway 72, Killen, Alabama 35645",34.857991600809,-87.493639917808
"55 County Road 370, Trinity, Alabama 35673",34.566715716919,-87.172287889342
"3000 County Road 200, Florence, Alabama 35633",34.897205625035,-87.795725956963
"102 College St, Moulton, Alabama 35650",34.476275236304,-87.299056639959
"201 Cedar Street, Rogersville, Alabama 35652",34.828581514223,-87.290456046951
"1500 Greenwave Drive, Leeds, Alabama 35094",33.547313107898,-86.573432510054
"685 Lee Road 61, Loachapoka, Alabama 36865",32.590040002293,-85.578960015242
"7343 Al Highway 51, Opelika, Alabama 36804",32.549689981411,-85.372760000347
"8990 Highway 18, Vernon, Alabama 35592",33.75119043957,-88.123363431861
"21465 Al Hwy 99, Athens, Alabama 35614",34.855524010645,-87.044927206731
"55 County Road 370, Trinity, Alabama 35673",34.566715716919,-87.172287889342
"311 Schoolhouse Ln, Waterloo, Alabama 35677",34.918043295521,-88.063054244351
"7730 Highway 72 W, Athens, Alabama 35611",34.802726362516,-87.183097760497
"4848 Lee Road 270, Valley, Alabama 36854",32.710770001966,-85.188189989509
"145 Main St, Hayneville, Alabama 36040",32.154555496266,-86.678840101185
"8213 County Road 33, Letohatchee, Alabama 36047",32.05785771462,-86.550905809994
"12060 Sommers Rd, Tanner, Alabama 35671",34.732683112255,-86.97446760115
"25630 Evans Ave, Elkmont, Alabama 35620",34.931266095956,-86.970309224918
"321 N Main Street, Linden, Alabama 36748",32.308541768444,-87.797936326597
"30285 Ardmore Ave, Ardmore, Alabama 35739",34.988717416464,-86.846639636068
"101 School St, Lexington, Alabama 35648",34.968012000885,-87.37396218226
"14380 Highway 231431 N, Hazel Green, Alabama 35750",34.940123155012,-86.572830682894
"3803 M L K Highway, Tuskegee, Alabama 36083",32.401930314552,-85.734601098352
"75 Bagby Dr, Birmingham, Alabama 35209",33.470086708819,-86.830661689511
"11306 County Line Road, Madison, Alabama 35756",34.705205141569,-86.786602755595
"8000 Park Crossing, Montgomery, Alabama 36117",32.313726792258,-86.173359745263
"440 Main Street, Sweet Water, Alabama 36782",32.097458050095,-87.867525886422
"212 Panther Drive, Dixons Mills, Alabama 36736",32.052312123996,-87.800891948597
"2001 W Fairview Ave, Montgomery, Alabama 36108",32.351434436158,-86.32344918163
"6077 Main St, Grant, Alabama 35747",34.534431918429,-86.252209039342
"142 School Avenue, Bear Creek, Alabama 35543",34.279369637663,-87.69782109456
"3420 Carter Hill Rd, Montgomery, Alabama 36111",32.343652093637,-86.260956742406
"8115 Us Highway 43, Guin, Alabama 35563",33.972884062335,-87.915368622156
"2616 Jeff Rd, Harvest, Alabama 35749",34.835105392772,-86.714935595922
"4405 Brewbaker Dr, Montgomery, Alabama 36116",32.320545776629,-86.217930146187
"211 Aggie Ave, Hamilton, Alabama 35570",34.139538614144,-87.990445628758
"1990 Asbury Rd, Albertville, Alabama 35951",34.362993477651,-86.142279202388
"994 Scant City Road, Guntersville, Alabama 35976",34.376682497573,-86.42327731898
"10180 State Highway 129, Brilliant, Alabama 35548",34.027151499888,-87.762668667251
"3440 Mcgehee Rd, Montgomery, Alabama 36111",32.333694920376,-86.247893637715
"Coates St, Thomaston, Alabama 36783",32.280670175751,-87.633985601358
"5216 Main Dr, New Hope, Alabama 35760",34.540988981232,-86.404903917093
"185 School St, Hackleburg, Alabama 35564",34.280169682708,-87.833504298624
"500 E Main St, Notasulga, Alabama 36866",32.560559572375,-85.661720512414
"3725 Airport Blvd, Mobile, Alabama 36608",30.675987068817,-88.134603271625
"174 Brock Rd, Gurley, Alabama 35748",34.738296155579,-86.430343264037
"225 Eagle Drive, Douglas, Alabama 35964",34.177203073249,-86.320393665843
"650 Hughes Rd, Madison, Alabama 35758",34.720030154539,-86.741731193331
"310 N Madison Terrace, Montgomery, Alabama 36107",32.384023029529,-86.283282400804
"1275 Jordan Rd Building A, Huntsville, Alabama 35811",34.78493372706,-86.523052126103
"1600 High School Rd, Midfield, Alabama 35228",33.450770011847,-86.915899974721
"4400 Bell Road, Montgomery, Alabama 36116",32.321784770036,-86.198247598434
"1200 Hugh Street, Montgomery, Alabama 36108",32.361307037595,-86.331688164995
"1756 S Court St, Montgomery, Alabama 36104",32.356094792871,-86.308564646827
"225 Ann St, Montgomery, Alabama 36107",32.37882227082,-86.272629726937
"4123 Winchester Rd, New Market, Alabama 35761",34.870179311353,-86.454264137695
"913 N Wilson Ave, Prichard, Alabama 36610",30.742809019071,-88.079749192472
"2500 Panther Cir, Pelham, Alabama 35124",33.312664669873,-86.821823130926
"27605 State Hwy 75, Oneonta, Alabama 35121",33.932392437252,-86.496604029516
"101 Hubbard Drive, Marion, Alabama 36756",32.630976399746,-87.334182538904
"1900 E Avalon Ave, Muscle Shoals, Alabama 35661",34.744379761086,-87.645684902271
"9235 Danville Rd, Danville, Alabama 35619",34.415409762606,-87.095728845846
"1567 E Dublin St, Mobile, Alabama 36605",30.670226504179,-88.07410578653
"3900 Pleasant Valley Rd, Mobile, Alabama 36609",30.661557663804,-88.147393492388
"6201 Swedetown Rd, Theodore, Alabama 36582",30.54575218423,-88.183004663581
"141 Eagle Way, Ozark, Alabama 36360",31.459508054638,-85.625940833998
"502 N Maloy St, Opp, Alabama 36467",31.28846689653,-86.239488938004
"261 S Greenway Dr, Trinity, Alabama 35673",34.589551808703,-87.080532845353
"2051 Military Road, Mobile, Alabama 36605",30.62893258323,-88.0832654283
"6301 Biloxi Ave, Mobile, Alabama 36608",30.70537272162,-88.202006473941
"3010 Hwy 136 W, Excel, Alabama 36439",31.430213103182,-87.341054791649
"2650 N Bethel Rd, Decatur, Alabama 35603",34.549696391661,-86.89424091006
"14001 Hurricane Blvd, Irvington, Alabama 36544",30.443319392701,-88.277979125817
"43 Clark Dr, Falkville, Alabama 35622",34.367150177741,-86.914045661054
"8200 Lebaron Ave, Citronelle, Alabama 36522",31.094537635608,-88.238177825563
"470 West Avenue, Uniontown, Alabama 36786",32.446313909195,-87.516001100996
"700 Donald St, Mobile, Alabama 36617",30.713648549207,-88.087556015459
"212 Tiger Dr, Monroeville, Alabama 36460",31.483917623518,-87.333809932384
"100 S Carlen St, Mobile, Alabama 36606",30.681767154458,-88.08480086591
"17688 Highway 21 N, Beatrice, Alabama 36425",31.733314614619,-87.197082819043
"3125 Dauphin Island Pkwy, Mobile, Alabama 36605",30.607308074098,-88.07509063962
"1870 Pleasant Ave, Mobile, Alabama 36617",30.702284741606,-88.080380628811
"4275 Snow Rd, Semmes, Alabama 36575",30.781598889145,-88.276570533844
"15933 Hwy 21 S, Uriah, Alabama 36480",31.295291397254,-87.504460966365
"59 Eva Rd, Somerville, Alabama 35670",34.41000917751,-86.703016488705
"3650 Bethune Dr, Mountain Brook, Alabama 35223",33.491168887633,-86.71521120023
"5450 Lott Road, Eight Mile, Alabama 36613",30.804363306501,-88.249714038853
"1300 Cogswell Ave, Pell City, Alabama 35125",33.586123888621,-86.294744522057
"1700 Bulldog Pkwy, Opelika, Alabama 36801",32.653114,-85.390224
"1 Yellow Jacket Drive, Oxford, Alabama 36203",33.611159992223,-85.831421430144
"8901 Airport Blvd, Mobile, Alabama 36608",30.673292182787,-88.251620932459
"750 Tom Bible Mem Hwy, Piedmont, Alabama 36272",33.928971879151,-85.622776749368
"465 Woodland Ave, Wedowee, Alabama 36278",33.310996695352,-85.488310004429
"1865 Waterloo Rd, Russellville, Alabama 35653",34.525099999516,-87.739260023338
"696 Georgia Washington Rd, Pike Road, Alabama 36064",32.354444792011,-86.101375703762
"16700 Us Highway 411, Odenville, Alabama 35120",33.701648378606,-86.370754403235
"2180 Broad St, Selma, Alabama 36701",32.429440893535,-87.024295605483
"2400 Dobbs Dr, Phenix City, Alabama 36870",32.483362544435,-85.044308866964
"105 Bailey St, Wadley, Alabama 36276",33.123590007016,-85.576130033273
"33215 Us Highway 231, Ashville, Alabama 35953",33.822668074455,-86.263741305231
"24574 Highway 48, Woodland, Alabama 36280",33.37371999555,-85.39313003672
"57 Warrior Way, Seale, Alabama 36875",32.309634423905,-85.165976000018
"417 3rd St Se, Aliceville, Alabama 35442",33.122516315796,-88.148837557343
"1115 Industrial Parkway, Saraland, Alabama 36571",30.802026519951,-88.099536802449
"2194 Broad Street, Selma, Alabama 36701",32.429440893535,-87.024295605483
"1310 Hillsboro Parkway, Helena, Alabama 35080",33.277172851222,-86.87096315206
"100 Tiger Circle, Roanoke, Alabama 36274",33.149105987115,-85.372712139679
"8295 U S Hwy 11, Springville, Alabama 35146",33.782105785635,-86.433754259854
"714 High School Dr, Moody, Alabama 35004",33.608365717162,-86.46373049657
"630 4th St Nw, Gordo, Alabama 35466",33.323950236126,-87.908977258798
"1177 Mcmillan Street East, Talladega, Alabama 35160",33.422966400824,-86.077515783756
"286 Eagle Circle, Goshen, Alabama 36035",31.722586569815,-86.123212278753
"205 4th Ave Se, Reform, Alabama 35481",33.381340551198,-88.014183632043
"101 Washington St, Columbiana, Alabama 35051",33.1793093372,-86.600696408237
"701 N Broadway, Sylacauga, Alabama 35150",33.150212017683,-86.253703524627
"552 S Main Street, Brundidge, Alabama 36010",31.710022003601,-85.818441874496
"25053 John T Reid Pkwy, Scottsboro, Alabama 35768",34.672428041078,-86.002927490511
"13878 U S Highway 11, York, Alabama 36925",32.549064638008,-88.231974742007
"410 Roy Drive, Ashville, Alabama 36265",33.820138440384,-86.26890505956
"42505 Highway 25, Vincent, Alabama 35178",33.382303113611,-86.414177121883
"1060 Main St, Ragland, Alabama 35131",33.742709773467,-86.150722065589
"10510 Highway 11, Chelsea, Alabama 35043",33.334820073122,-86.683782225998
"300 Cedars Road, Munford, Alabama 36268",33.52750508063,-85.948299952044
"5476 Caldwell Mill Rd, Birmingham, Alabama 35242",33.365864140644,-86.732802867269
"2800 19th Ave, Sheffield, Alabama 35660",34.76916348847,-87.692062163308
"170 W W Averitte Dr, Sylacauga, Alabama 35151",33.145825885371,-86.410780295859
"100 Calera Eagle Drive, Calera, Alabama 35040",33.092084794616,-86.7683327632
"78989 Al Hwy 77, Lincoln, Alabama 35096",33.635863181568,-86.099972998206
"2280 Highwy 35, Pelham, Alabama 35124",33.307579029809,-86.783355303714
"980 Oak St, Montevallo, Alabama 35115",33.103919266669,-86.861257580714
"1 Gator Circle, Satsuma, Alabama 36572",30.847040000766,-88.056900039342
"19230 Northside Parkway, Northport, Alabama 35475",33.469143043965,-87.632579042998
"801 Seminole Ave, Sylacauga, Alabama 35150",33.179002349814,-86.257884868541
"200 N Commons East, Tuscumbia, Alabama 35674",34.733192067818,-87.688355217727
"5104 Howell Cove Rd, Talladega, Alabama 35160",33.486061578534,-86.162284071576
"227 Weldon St, Dadeville, Alabama 36853",32.829035882604,-85.755860156007
"1325 Fay S Perry Dr, Childersburg, Alabama 35044",33.274439076555,-86.34152771269
"22435 Al Highway 21, Alpine, Alabama 35014",33.318026154272,-86.196355215614
